timefield,date,class,subclass,province,city,district,rank,name,id,passage_count,read_total,read_viral,read_average,tops_total,likes_total,forward_total,WCI,avatar
day,2024/9/19,科技,,,,,26,APPSO,appsolution,6,80616,75746,13436,57,417,876,1172.7,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5nbURBZYkjq2GO3z9seWGPZolkwO4ROvphqbAksKqUSw/132
day,2024/9/19,科技,,,,,27,麦杰逊,wy-xcs,1,37647,37647,37647,136,474,759,1169.64,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6t6yMRK34iabLe1FYQtxXyXDUmjYxq8Dm0HfcMCy1kCZg/132
day,2024/9/19,科技,,,,,28,创业邦,ichuangyebang,11,85723,64183,7793,54,213,2065,1169.05,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6vhxhibJ7XicXGWq4dpTbTpET3KcNoHZ0jrAMEibqKgReUg/132
day,2024/9/19,科技,,,,,29,好奇博士,haoqi238,1,47123,47123,47123,75,547,271,1159.66,http://wx.qlogo.cn/mmhead/Q3auHgzwzM68ias56Nr7T5Yic6Z5C5PSdtOaLCVWpzCGTNJmua5OSpXg/132
day,2024/9/19,科技,,,,,30,办公室的秘密,bgsdmm,2,48896,47357,24448,26,144,1903,1159.46,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6jlskXEjyXr1Gv5GwTpGkSs3GQcbrQdY6mJhtGycIibaw/132
day,2024/9/19,科技,,,,,31,蜜蜂惊喜社,gh_0a84dddbde0e,2,70698,54155,35349,181,212,119,1154.31,http://wx.qlogo.cn/mmhead/0wRpPfN90ibBZx8dv19PYEEv3nibtpbK6oZ5xc0fdt1turZTujyGibicKW3ibUaHhScP4icq2Fcp8gHibY/132
day,2024/9/19,科技,,,,,32,笔吧评测室,bibacps,4,97772,60673,24443,18,253,262,1150.83,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4ojOCibjH5nkUR5U8fibxuqTOIxD3MgB6MIhyCvVn0SHLQ/132
day,2024/9/19,科技,,,,,33,数码科技大爆炸,DTexplosion,16,154128,619,9633,111,673,1362,1150.64,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6rVcdGgTwem992k5PPN4QiaTDtvaKhm1ZoVSANqGNTjFA/132
day,2024/9/19,科技,,,,,34,张丽俊,zhanglijunCherry,3,37422,30083,12474,112,253,2085,1131.18,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5guFR4gpLjEk3H0HHWTajIDA1wbzj8WCZxqWvV5aPEvQ/132
day,2024/9/19,科技,,,,,35,机器之心,almosthuman2014,6,48258,35851,8043,92,283,2839,1127.16,http://wx.qlogo.cn/mmhead/Q3auHgzwzM75UiawQgcdqOcmtYS7Jibug9J7dskxkNicGiadtdKl7mLyiaw/132
day,2024/9/19,科技,,,,,36,放毒,iFangDu,3,69099,67518,23033,11,72,532,1124.16,http://wx.qlogo.cn/mmhead/Q3auHgzwzM60d1RiaibgWicbajkoa7e1LQzh5CuAXoROarnCuYgjYVYtA/132
day,2024/9/19,科技,,,,,37,大米评测,damipingce,5,98870,39359,19774,24,247,250,1122.92,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4tqYFxX6GITfReInXxqbqSOC89muwicd7M3VsrcGdRqkg/132
day,2024/9/19,科技,,,,,38,ShanghaiLOOK,shanghailook2018,5,35810,31077,7162,90,209,4393,1121.88,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7NPCRMtiaeXe36t8Wnma40tzPoW9d0GzFf8WPa30d4Flg/132
day,2024/9/19,科技,,,,,39,投资界,pedaily2012,4,44108,35089,11027,68,158,1902,1121.63,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7pfHR5JXkBNKYBgJZZr28Y0PTT5dSIF3hX6V0E8picZLQ/132
day,2024/9/19,科技,,,,,40,人力葵花,kuihuahr,4,38708,36305,9677,89,117,2857,1118.66,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4xwEHEkjxOflyxFh8wpOehiaMsmCRkrqegBHiaoH18BLag/132
day,2024/9/19,科技,,,,,41,国家电力投资集团有限公司,SPIC-COM-CN,2,46654,45064,23327,18,54,1267,1114.05,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5AzDNuticgRDQdZCSnsEo7qqLqjQSAsrdzib5mDU6KAIhg/132
day,2024/9/19,科技,,,,,42,阑夕,techread,1,35403,35403,35403,74,149,400,1108.11,http://wx.qlogo.cn/mmhead/Q3auHgzwzM42HiaOiaJiaVyorCn5AaSIZTxtcxDmxf7apBpJjDcuib3XLQ/132
day,2024/9/19,科技,,,,,43,融通金,rongtongjin,8,118040,100000,14755,6,48,209,1107.86,http://wx.qlogo.cn/mmhead/SQd7RF5caa2L81DTbGEAIsHkVibBUeNJkqzVLjYkrb0L16mXVlBXlnr9VriaRrYWPQLqa9RjDQpia0/132
day,2024/9/19,科技,,,,,44,量子位,QbitAI,5,46160,21280,9232,94,285,1869,1106.85,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6PqxX9Yx8MibJ3nial8ialvVrRs3PxhCJm7eWgR7vFrowLA/132
day,2024/9/19,科技,,,,,45,微信时刻,WechatMoments,1,25138,25138,25138,55,211,1278,1091.73,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5fK2lfU7MqqGJBUVgu0Aq7H4e1F6EJhMS7UbhxBYAEzA/132
day,2024/9/19,科技,,,,,46,冯仑风马牛,fengluntalk,3,29403,25671,9801,106,193,1773,1085.37,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6GDuV1GE2UROV61mvzPpb8SV9NmJ1Rlicib5dDCMyn4zew/132
day,2024/9/19,科技,,,,,47,知识分子,The-Intellectual,1,24951,24951,24951,57,141,897,1073.66,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4lnbnbLlRUxicmyXia8Su6qtGs9IPYwrV7icXiaUTiblmGycw/132
day,2024/9/19,科技,,,,,48,杭州移动,hangzhouyidongweixin,3,39501,35430,13167,41,269,477,1073.02,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4VZM7OuyndvtAe5ckmKeqVCLRxzEEgecWeJ7wxTJaLNA/132
day,2024/9/19,科技,,,,,49,OPPO,oppomobile,1,30937,30937,30937,42,184,309,1068.95,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5OB5ZASeRHzdOL5icFFic2vfKibYT8ia47nsANJFX5lF7Pkg/132
day,2024/9/19,科技,,,,,50,笔记侠,Notesman,4,26364,21245,6591,141,339,1988,1068.6,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4DibtZaKLw0xbIDNp3oa3U9VgX6u5e9B1P1ZkPkQgqOpQ/132
day,2024/9/19,科技,,,,,51,POP SHANGHAI,xiaozimeishi,1,29696,29696,29696,40,169,334,1062.96,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4o4KOtpqaazwuPjX8WJPpcibPz0E6pdYNkNd5CNotQIrQ/132
day,2024/9/19,科技,,,,,52,重庆邮政连线,channel_cqpost,1,12968,12968,12968,138,470,4593,1059.76,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7V06ozQQd4kbFYj0MzAvZqbAiaWypuYz38OUHgg8GCQjg/132
day,2024/9/19,科技,,,,,53,首席品牌官,pinpaimima,2,38810,36089,19405,61,146,175,1055.5,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7WGP1D05pHCyGR8WZoHUSiaUVBnoCvVB4w3iaZyUKJCUOA/132
day,2024/9/19,科技,,,,,54,智东西,zhidxcom,2,36278,26408,18139,56,134,374,1054.84,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7iamv4Ze8TWTiczxnUhga2u7Ss6WPRStuhnItLymLiaeCRA/132
day,2024/9/19,科技,,,,,55,非药而愈,xujiaboshi,1,16182,16182,16182,126,268,1629,1050.23,http://wx.qlogo.cn/mmhead/Q3auHgzwzM53OF6XBVyz1IwntDq6b1QOlEAd7Oo2zRUMZic9YGxRHHg/132
day,2024/9/19,科技,,,,,56,创客村,chuangkecun,1,21017,21017,21017,726,824,98,1047.19,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4nrAuPX4VIAO7eyBokQAsRFW6QgrmfdLn2U90WHnfVCw/132
day,2024/9/19,科技,,,,,57,果粉之家,applefansid,6,61152,45284,10192,15,69,295,1046.61,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5xCDgwKRBqcKc0zBsibR26kVsAfibE6SdrldxOy3prfDYA/132
day,2024/9/19,科技,,,,,58,品牌新观察,cjzxb68,1,31794,31794,31794,105,114,96,1045.86,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4wYSbTamtjkYVt16uUsOhjmxXoKHAt7S16bUCEOH5XUw/132
day,2024/9/19,科技,,,,,59,猫大夫医学科普,miaozhongrong666,2,19504,18894,9752,73,220,2224,1044.17,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6tcq0ACtKJZogz6Oiar3LNiaGWkqwf6wrICbElQ3NW0G0Q/132
day,2024/9/19,科技,,,,,60,天龙八部,cyoutlbb,1,30865,30865,30865,4,32,1152,1042.23,http://wx.qlogo.cn/mmhead/4h0Uv4XOMvNXr9ZAaFIcI9KBKd0HK9HgbhK8hnaqBym754do6LpXF5kwv0TRRlcyiaIG2cH3Skq4/132
day,2024/9/19,科技,,,,,61,营销兵法,lanhaiyingxiao,3,30933,25161,10311,118,307,343,1041.7,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4wZnRHGLKD9Diad4zxcTwmlC0FEKI1MBXIoIRxPCAdXpQ/132
day,2024/9/19,科技,,,,,62,河南移动,hnyd4g,3,46647,43244,15549,21,70,234,1038.06,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5L1H2foLXn1bMrSHu8uwWoYzRtGRqEhRpMheXhzthagg/132
day,2024/9/19,科技,,,,,63,腾讯招聘,QQjobs,2,23958,19475,11979,18,104,2363,1033.07,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5AKOzOrsfHqhrylbdHPqQWZFbcTVvsMGyCZUyaXSLu9A/132
day,2024/9/19,科技,,,,,64,哎咆科技,guofen1225,2,48086,32452,24043,9,45,239,1030.44,http://wx.qlogo.cn/mmhead/Q3auHgzwzM64PlouTwZ33pw86VxnMHEIzIYtSbUQ0ibgobzuTF5aNng/132
day,2024/9/19,科技,,,,,65,中国移动,cmccguanfang,1,22119,22119,22119,68,237,313,1029.8,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6MGvHqlwLPbuAk5WkYYsDDumQTtm7L4SJqWxm5beEvBQ/132
day,2024/9/19,科技,,,,,66,3M个人防护专家,PSD-3M,1,18608,18608,18608,186,194,371,1026.02,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6bP9cMCpOGjMJG1aKhEWAIyiaicV36KKLsfmNHKbhBPklQ/132
day,2024/9/19,科技,,,,,67,华为,huaweicorp,2,19784,15787,9892,66,197,1444,1019.95,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5qXVicYGRL6g857g9cgttgtqNpibTSJOSFaptwFw7YrqCg/132
day,2024/9/19,科技,,,,,68,微软达人汇,MicrosoftClub,1,33218,33218,33218,409,542,8,1018.14,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4gsw7nrZiahsOfWCgSNO6QPwzqBYlqcdloiascib8uUbQXw/132
day,2024/9/19,科技,,,,,69,躺倒鸭,tangdaoya,5,40460,25839,8092,24,131,446,1016.79,http://wx.qlogo.cn/mmhead/Q3auHgzwzM47LqXbpbcqtibnBTkms7ic9m1iawbPJHazG9lsm3HgbC1sA/132
day,2024/9/19,科技,,,,,70,倪叔的思考暗时间,nishu-think,1,28311,28311,28311,145,301,35,1013.62,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5VmC3w9uhVjLUe65pZxLxkKQ9WMDicB6cgJEaGpdx9pqg/132
day,2024/9/19,科技,,,,,71,闪送,ishansong,4,38552,34555,9638,58,265,107,1012.26,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5Iv6gwz260e2q4Cia2lxvY4KXRQBfyj3ib8CjibqIoljDaw/132
day,2024/9/19,科技,,,,,72,独立出海联合体,gameunited,3,16296,11522,5432,340,347,1638,1007.36,http://wx.qlogo.cn/mmhead/Q3auHgzwzM66vheZtJibytvxCoFBGSm0I3jhYs9Cl1ibRE4d6siczAoAg/132
day,2024/9/19,科技,,,,,73,iNature,Plant_ihuman,16,49280,33960,3080,18,48,1173,1005.39,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7x9OJ5ib6cmaFd4PWsEr6zA1GP4Wb2iabI6klcD5EE8goA/132
day,2024/9/19,科技,,,,,74,电商智库,ECzhiku,2,31356,30251,15678,84,100,105,1004.27,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6zIYY60xL5L6GrPjibnIQ7YI3UmNI6K4WXNbEq7VhA8xA/132
day,2024/9/19,科技,,,,,75,科技每日推送,apptoday,5,38460,24031,7692,17,76,448,995.07,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5VP8rbv4fBibDLRoibcezeC7aMx2qs4hfUWtw8Cp6PDZ7Q/132
day,2024/9/19,科技,,,,,76,戴尔,DellFlagshipStore,4,34328,29558,8582,17,49,448,992.2,http://wx.qlogo.cn/mmhead/icFTnRoibgibp8VviaHj1CgWGCl1BavPNTicE1jKf4dxBm3qREJibPAia2zPjRG1o8LF2CCQ9C6M1kicjMM/132
day,2024/9/19,科技,,,,,77,阿里巴巴,alibabagroup2014,1,15902,15902,15902,80,138,496,990.22,http://wx.qlogo.cn/mmhead/d2fJZTzRTuktVsPed0oyRJ34vMbL3iaAdPFI5HHfhut7Bibvzv0k2hrjWfuJaLF982WgwlWiaAIKFQ/132
day,2024/9/19,科技,,,,,78,电商之家,iechome,2,23206,18352,11603,138,163,181,986.36,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7KO96HKn6hAwqBRJMURAcpnuLS66TdbkEK1855RH3vBw/132
day,2024/9/19,科技,,,,,79,饶议科学,gh_481ee48e3261,1,32870,32870,32870,9,93,62,985.24,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6bjCLJzZHx5rLexSNPJyiaU9dmAZbQG7fUIrmjZQrST0g/132
day,2024/9/19,科技,,,,,80,花点时间,hdsjforyou,6,41784,27347,6964,23,47,285,983.57,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7Pay0Crnh5xoiabdMxXOcMRtzZNictuxf4maicfsHDBgCAg/132
day,2024/9/19,科技,,,,,81,自媒社,zimeishe,2,16714,16713,8357,64,135,967,982.18,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5nTJjQzvajkGoFGlpIWdfNJYjEvbVvPHcjicQqHa4EAAg/132
day,2024/9/19,科技,,,,,82,iSlide,iSlidePPT,4,23716,19126,5929,67,206,460,981.05,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5wq8Sq2W4Se0UQDJVVDF5EafYdmaUib5GOyu0ZZKBBnLw/132
day,2024/9/19,科技,,,,,83,首席商业评论,CHReview,5,22725,18639,4545,48,76,1261,979.3,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7LTSRGJm4qwRORNfPickriaB1PjxYfSCSjQhONdUyAwaCw/132
day,2024/9/19,科技,,,,,84,智联招聘,zhaopin-com,1,19098,19098,19098,23,109,344,978.75,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5eicYav5t4iar7UfdRkrd6dckVsNyQBjSDPJqXNicJ8eYDg/132
day,2024/9/19,科技,,,,,85,响铃说,xiangling0815,2,19756,18432,9878,186,210,171,978.14,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5TsBf9g9DMddWjAcMyicic9ia9Zq9RURz32vpHq4QceUiaKg/132
day,2024/9/19,科技,,,,,86,京东,jdsc360,2,21526,21526,10763,31,70,664,977.39,http://wx.qlogo.cn/mmhead/FrdAUicrPIibeoSZe34vbXNxSVjicf8fdoXPTEAbw1A5Hhic3mEoIFoLgwWU4vKTnmMz1oAnEEFwzps/132
day,2024/9/19,科技,,,,,87,跨境必读,ec-news,2,14550,12608,7275,391,407,364,976.28,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7bVw9Llwhoytcyrwumx5HIGe0sQaV8q4TM56aLXtmuyQ/132
day,2024/9/19,科技,,,,,88,环球通信,china_3g,3,21720,16654,7240,56,63,663,971.54,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7US9YBHib2E1S92ARnxuVkAc3Lia2edrQws2K2eQflX0Vg/132
day,2024/9/19,科技,,,,,89,插座APP,chazuomba,1,16183,16183,16183,34,104,470,970.77,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5uib3LUT4iaZxOozYPia4sucgWMSznSe6vjwDyjIjzE9h7g/132
day,2024/9/19,科技,,,,,90,白话区块链,hellobtc,1,16205,16205,16205,26,65,653,970.35,http://wx.qlogo.cn/mmhead/Q3auHgzwzM66Qyok3jypcmQ5eLRg2fxzzQVibicibK49n4JIZfbRGBkWA/132
day,2024/9/19,科技,,,,,91,联想控股微空间,LEGEND_HOLDINGS,1,18253,18253,18253,90,201,110,969.36,http://wx.qlogo.cn/mmhead/Q3auHgzwzM65DzPu5oUaib3mNEiaH79XWfSJChmp7HMjD9zNLdGqYgfg/132
day,2024/9/19,科技,,,,,92,自然系列,nature-portfolio,4,21472,19376,5368,46,155,605,968.53,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7dNrFagNDWkjMNpVg2o9LcrgnAMmwtdFWXngldtRMelg/132
day,2024/9/19,科技,,,,,93,俏妃张帆,aishan201303,1,9313,9313,9313,129,229,1850,967.73,http://wx.qlogo.cn/mmhead/LIUI5tJGiauCH8VVs9WjpqSibMU4suK1hBakSNJ8sN8qTBApY20ic2tE3nTGc8ogBuuv0GwMnWm7nM/132
day,2024/9/19,科技,,,,,94,南翌文化,nanyifs,6,26706,8196,4451,263,620,284,967.38,http://wx.qlogo.cn/mmhead/LIMVN2XWG8FHNPEWXte5g4qTVbQz1btxlUiaqQ4JsEJcPicEcS4Lqc1p708hnjk5xIC9chLrolGsw/132
day,2024/9/19,科技,,,,,95,电脑吧评测室,diannaobar,4,42068,10778,10517,29,167,130,964.65,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6TX2iah7m9pwj9kCaSBqJqVfkseQc32krPXd43HSQwWDg/132
day,2024/9/19,科技,,,,,96,顶级程序员,TopCoding,2,18196,16493,9098,24,79,735,958.51,http://wx.qlogo.cn/mmhead/7N2JRaWooRDbrwla2kCEP78VunALC8S6NXe6eN5dfkZT5ia0HaQdQtKKDGUzP0X31zaNlicIoN6kY/132
day,2024/9/19,科技,,,,,97,iOS中文站,iOSinChina,2,30310,15280,15155,15,52,205,957.39,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6rQriaxqLA9y3MZgbA1dNT9xLO1PwBPmlXdRV2WgYFiaog/132
day,2024/9/19,科技,,,,,98,清单,eqingdan,1,29530,29530,29530,3,30,124,955.93,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6aVo9ZPDpHV0xyAzIApJxWSlejicUX2RWBZTlCpW10EIw/132
day,2024/9/19,科技,,,,,99,果粉俱乐部,cxkj-001,5,31550,20168,6310,45,83,185,953.72,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7YZLbzaCCMFvAxiaaP4nKg9yrSca34a7ADtenYoTx1qvw/132
day,2024/9/19,科技,,,,,100,一里夫人,yilifr,3,47922,40747,15974,8,31,40,950.91,http://wx.qlogo.cn/mmhead/Q3auHgzwzM54stMm4EkzoKjLIhgpS3dkia4bBeFbEef8UhNn5ibKLTOw/132
day,2024/9/20,科技,,,,,1,科普中国,Science_China,10,318220,250000,31822,1022,3381,13370,1575.65,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5WNT3fIqrOcJkUbiczhaVeeuknDIcdWyc3WEyMt2x2W3w/132
day,2024/9/20,科技,,,,,2,丰巢,hivebox,7,407078,100000,58154,671,1677,3979,1557.39,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6icUmcyicmQMlw5ZeMexDGpsMc7tHX45aN64gYxon9VOeA/132
day,2024/9/20,科技,,,,,3,差评X.PIN,chaping321,6,317580,100000,52930,298,1294,6939,1523.75,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6xLSHsmQn0ic8G4pgHC54jfUw9WiajH8CctzZibLzx4MMBg/132
day,2024/9/20,科技,,,,,4,国网安徽电力,sgcc-ahdl,3,108234,100000,36078,2141,2347,4283,1447.63,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7P5dJ2jrsPLj9XJjeENh6ILwcgEFQb55icJuISn3Tia3SA/132
day,2024/9/20,科技,,,,,5,刘润,runliu-pub,5,130110,100000,26022,399,939,8684,1420.21,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5XkXuPCs4YMaek3hDRzVA8l10c5l93dQbcnL6DVVfwFQ/132
day,2024/9/20,科技,,,,,6,王卡助手,tx-kcard,1,100000,100000,100000,117,561,2392,1380.38,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5N5bNAEUIf7DpqtYicJYJwb2C5kqJCXiaQPuE573bfLssA/132
day,2024/9/20,科技,,,,,7,刘晓博说财经,liuxb929,2,123318,61000,61659,444,699,1717,1372.75,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4ZEPcudJjHicib0ZTUdvhxXSicicnapVcrZbBAJOy8m7wWVw/132
day,2024/9/20,科技,,,,,8,好奇博士,haoqi238,2,114672,75170,57336,129,744,2037,1349.98,http://wx.qlogo.cn/mmhead/Q3auHgzwzM68ias56Nr7T5Yic6Z5C5PSdtOaLCVWpzCGTNJmua5OSpXg/132
day,2024/9/20,科技,,,,,9,京房字,jingfangzi,1,89371,89371,89371,61,94,3779,1335.51,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7HVBw0hfvsxKZQKKkibBFG8fp9vh2YChzaajs4roSoRaA/132
day,2024/9/20,科技,,,,,10,广东移动,CMCCGD,6,165432,100000,27572,118,314,1274,1320.95,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5nSzFcEUQSKsKlfkQtxjnXiaFv2dVN24ve6AMEMEdibycA/132
day,2024/9/20,科技,,,,,11,科技兽,KeJiShouX,3,124500,100000,41500,45,163,2294,1311.44,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4zmiaiajYIkQaxWsx02nvIeiajxPQH9J4yShHn47BMea2NQ/132
day,2024/9/20,科技,,,,,12,中国电信App,zgdxwt,5,145995,100000,29199,117,283,1027,1304.63,http://wx.qlogo.cn/mmhead/VNDQtnw16icKkfdUKo5FpAsnicfQpPC6hMtVzP0lu5kjovkevlzKtxKBVIQB0RE3WHicnmvaiceWqI4/132
day,2024/9/20,科技,,,,,13,笔吧评测室,bibacps,4,136156,96995,34039,41,360,1683,1303.68,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4ojOCibjH5nkUR5U8fibxuqTOIxD3MgB6MIhyCvVn0SHLQ/132
day,2024/9/20,科技,,,,,14,中国电信,chinatelecom-189,1,75026,75026,75026,138,387,1024,1295.29,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6OhntIWrc5QGlx9M8SemicPHDP0qSBRCibibvDCpia3kN3Cg/132
day,2024/9/20,科技,,,,,15,江苏电信,jsdxwt,6,106266,72890,17711,217,426,2257,1291.29,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6IibmZsOvdEFzicOYwjjVVZVlHAHS1HUwnzI9XZpztta0g/132
day,2024/9/20,科技,,,,,16,利维坦,liweitan2014,1,62657,62657,62657,212,593,1345,1290.06,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6HgJ4kvNNMFxXgh1icuD3zOUF6EyyBDqFrSpaJiczJawTA/132
day,2024/9/20,科技,,,,,17,中国移动和粉俱乐部,yiqihihappy,5,120300,100000,24060,58,204,1658,1278.37,http://wx.qlogo.cn/mmhead/Q3auHgzwzM51aEW5UiaQTqYmYicdtWJYiaygJXtYlqYb2Y0r3nYjLPNeg/132
day,2024/9/20,科技,,,,,18,科技每日推送,apptoday,5,102085,66376,20417,151,305,2467,1276.04,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5VP8rbv4fBibDLRoibcezeC7aMx2qs4hfUWtw8Cp6PDZ7Q/132
day,2024/9/20,科技,,,,,19,长安通,xayktwx,3,116367,100000,38789,43,101,1332,1272.03,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6LuRp17NkNDFicFBxFyhQuEbvkj9nXgltISIbbaGEfJGQ/132
day,2024/9/20,科技,,,,,20,知识分子,The-Intellectual,1,63813,63813,63813,99,239,1565,1268.39,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4lnbnbLlRUxicmyXia8Su6qtGs9IPYwrV7icXiaUTiblmGycw/132
day,2024/9/20,科技,,,,,21,宁波移动,nbcmcc,3,107724,100000,35908,27,54,1640,1251.59,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4fKxZFpy40lfE1ia1Y7ANic2HYFaYhnqtLgdiaecseSiabHA/132
day,2024/9/20,科技,,,,,22,顺丰速运,SF_FWRX4008111111,16,200928,140000,12558,118,261,438,1249.64,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5tzObcgWQaLc5SiaIWOticFoOv4gibyv5Ma8apFog80L58Q/132
day,2024/9/20,科技,,,,,23,北京114预约挂号,beijing114guahao,5,84410,51530,16882,125,366,3219,1249.38,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6gAj6but8ia4yEZTDbAHbxdhx5yOKGf7zpQNN2wFke2ibA/132
day,2024/9/20,科技,,,,,24,深圳电信,szdxgf,4,93392,88398,23348,59,227,1307,1243.3,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6cOB8bgG377JHRW7EMSHlfa7p9pr7MW71mLXfeIVr68Q/132
day,2024/9/20,科技,,,,,25,创业邦,ichuangyebang,11,145651,95846,13241,74,200,1370,1241.29,http://wx.qlogo.cn/mmhead/Q3auHgzwzM6vhxhibJ7XicXGWq4dpTbTpET3KcNoHZ0jrAMEibqKgReUg/132
day,2024/9/20,科技,,,,,26,小米好物研究所,xiaomi-shangcheng1,1,57619,57619,57619,108,295,568,1218.79,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4E26983PAss1Hc7eicoaa2KzpBtcVeTyxwxvacdvRdopQ/132
day,2024/9/20,科技,,,,,27,张丽俊,zhanglijunCherry,3,43725,38047,14575,201,454,3733,1201.78,http://wx.qlogo.cn/mmhead/Q3auHgzwzM5guFR4gpLjEk3H0HHWTajIDA1wbzj8WCZxqWvV5aPEvQ/132
day,2024/9/20,科技,,,,,28,正和岛,zhenghedao,5,71810,61081,14362,100,307,1506,1200.85,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7PXCqiaXuY6v5DbCrSnmW4ZFvz6pquqlKC49Ria4hyVsqg/132
day,2024/9/20,科技,,,,,29,蜜蜂惊喜社,gh_0a84dddbde0e,3,86796,70886,28932,151,181,284,1195.31,http://wx.qlogo.cn/mmhead/0wRpPfN90ibBZx8dv19PYEEv3nibtpbK6oZ5xc0fdt1turZTujyGibicKW3ibUaHhScP4icq2Fcp8gHibY/132
day,2024/9/20,科技,,,,,30,湖北电信,hb189189,6,66192,59908,11032,104,316,1766,1192.17,http://wx.qlogo.cn/mmhead/Q3auHgzwzM4U3VkWq2McNkvibywIR2HTqVjvuxsZPDfFIQADtgF7ytA/132
day,2024/9/20,科技,,,,,31,投资界,pedaily2012,4,59328,47108,14832,89,170,2607,1188.31,http://wx.qlogo.cn/mmhead/Q3auHgzwzM7pfHR5JXkBNKYBgJZZr28Y0PTT5dSIF3hX6V0E8picZLQ/132
day,2024/9/20,科技,,,,,32,放毒,iFangDu,3,85644,82700,28548,33,165,445,1188.03,http://wx.qlogo.cn/mmhead/Q3auHgzwzM60d1RiaibgWicbajkoa7e1LQzh5CuAXoROarnCuYgjYVYtA/132
