,title,link,create_time
15,告白 | 元旦到了，我又想你了,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201451&idx=2&sn=b4f4a90eedb764380846c3a081b1063f&chksm=bd13b21e8a643b0867091a788c5705ce0d9761b671993c9771ec3b5de8e9a17cc281098d0ff5#rd,2017/1/1 23:19
16,年终系列 | 主席寄语（附视频）,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201448&idx=1&sn=bf4a79d6478683bdd5ecefa3c5ad0450&chksm=bd13b21d8a643b0b6ba55a4e7625a009133c010599e661b7662f8f2a0e18548f0d563425dfe8#rd,2016/12/31 23:22
17,通知 | 12月文明寝室检查结果,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201448&idx=2&sn=d987d2fb37eb6d9387acd5a236324461&chksm=bd13b21d8a643b0bf0b472f66c4b94d1830dfc8c32e2aec5b0dfd64f621ce3baf4c047563b27#rd,2016/12/31 23:22
18,视频 | 武大信管iConference宣传片（学生版）,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201443&idx=1&sn=38b04f52ad25b6ed5e940b17dcb327ae&chksm=bd13b2168a643b007199850df1f81cbe7708d33ac1fe80b4f56fd6fc9427a36e857a561c809e#rd,2016/12/30 23:24
19,年终系列 | 部长寄语,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201443&idx=2&sn=f4e56b9275d16bb208865e4a000f4cdd&chksm=bd13b2168a643b00d170cf1dd7b7f14c9f6ec6f6287d07af492ab699ee8b8e2c89d8f59b9756#rd,2016/12/30 23:24
20,华彩信管 | 百载文华 玉汝于成,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201437&idx=1&sn=c5793f9cfc77965eefc47c52a9ea5c8c&chksm=bd13b2288a643b3efec95e7d7e37571b2b558aead656efa5b63ab460f5b3a114fd9d77d12490#rd,2016/12/29 23:57
21,喜讯  ▏我院在开放数据创新应用大赛获奖,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201437&idx=2&sn=8ac944c6c04ea981f17e5ad690969355&chksm=bd13b2288a643b3e510e06a991a1f368bb3bf22d816367fc6a1ed8fc350c45c164c6d739130d#rd,2016/12/29 23:57
22,风里雨里我在等你——记华彩信管彩排预演,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201419&idx=1&sn=6270e62414c04d13799cc699ede1f216&chksm=bd13b23e8a643b28cee0e9c857a3fe928d7ef9295f22ee1649a8e188bb048260c0faea9c8c3a#rd,2016/12/28 22:37
23,培训部的各位给大家拜个早年,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201419&idx=2&sn=d03ab66ec432fb41d103b405e3e8e51b&chksm=bd13b23e8a643b28ac83d07fd37a05f4238ffcef0dd1832d9f7cac7b011d0b396ea933051ab9#rd,2016/12/28 22:37
24,冬日特辑 | 你需要一条围巾吗？,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201414&idx=1&sn=c4c961cf0067f37812bc5e4b4e00e998&chksm=bd13b2338a643b25c8de8e392e568da1831fd83dbc97fc4e0e843fe84809fc7c684dd5fe9f64#rd,2016/12/27 22:49
25,生权部 | 生小权教你过元旦！,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201414&idx=2&sn=a3a55e1eb260597f96dad8bc6eaea0e0&chksm=bd13b2338a643b258698dc714c7e1f2a1e75201cea4a8ea2c0277e77800a6d73412e19a98a62#rd,2016/12/27 22:49
26,关于12月份文明寝室检查的通知,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201414&idx=3&sn=33d54381fa00cd6b3ae05bbb8bcf3176&chksm=bd13b2338a643b2586b2d6cca5437cc9f1586c4cdc21cdfda41f9338d82f5082185eba8d7619#rd,2016/12/27 22:49
27,音乐传递快乐 | 记合唱支部幼儿园活动,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201411&idx=1&sn=b4e2c5e53dbc7a0faba64c7ef33f2aea&chksm=bd13b2368a643b208a798edc46153ef60a48a43b0ee086fd1a2c052785959a60c21113ead410#rd,2016/12/26 23:07
28,帮推 | 早起打卡带你告别赖床,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201411&idx=2&sn=9984a7a49a7d1541eb605d76447b3567&chksm=bd13b2368a643b20808e74c66da9a4b1f47c8dbcdc67a9ff95003266bb0d4f2e6239cdd5e2a2#rd,2016/12/26 23:07
29,活动预告 | 信息管理学院第十七周工作日程表,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201411&idx=3&sn=7f18a4dacd75386e8ea692f455448e02&chksm=bd13b2368a643b20c1706e011ce7e99de84763c265baeab8853ddaa58136e0035a775eaf28c6#rd,2016/12/26 23:07
30,寒假实践怎么做？看这里--“回访母校，情系梅石”,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201408&idx=1&sn=86cd701d956abafb8bf63c9881e01528&chksm=bd13b2358a643b23c01b82d8acc4a4a38645c2c76d6692942e17d5533775becd5790b02c43bd#rd,2016/12/25 23:07
31,你是我身边最亮的星——记14最图二年终盛典,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201408&idx=2&sn=4178103404bc12797e7740bc785c2ba7&chksm=bd13b2358a643b23af3ad621136447d49bf099b74bf46f8ffabcb83059ef8d8acdb0052a6524#rd,2016/12/25 23:07
32,回访母校｜这里很好，可我还是很想她,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201406&idx=1&sn=07ce027ed37f499ead81f4da773d6b49&chksm=bd13b2cb8a643bdd1fd336cb9ba666344bf76a8111d567b566b5aa03d7c49c91a192d8aeb6dc#rd,2016/12/24 22:46
33,15电商 | 年终岁末，有些话此刻我一定要讲,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201406&idx=2&sn=f3af38f69f9d4eeb89114e4e32ab5cf1&chksm=bd13b2cb8a643bdd577c036a309c3a57313e4f2105503465c5ceeb9974125a84562c1094c2b9#rd,2016/12/24 22:46
34,福利 | 双蛋去哪里玩？,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201399&idx=1&sn=0f7654ba2f78a3ccd96437afca2c4eec&chksm=bd13b2c28a643bd4017e5018fa58b4804a068552c4ee69484936ea9a39f43b5177e20bbf2ede#rd,2016/12/23 23:45
35,圣诞福利 | 听说圣诞节和表白更配哦！,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201396&idx=1&sn=430f01b72b0f4d24a8ae4934110c20cf&chksm=bd13b2c18a643bd7143575b52b0c9e055f92820bc09e4d62db67bef68f4aabd55623e011c08f#rd,2016/12/22 22:47
36,2016年度文华奖学金、文华助学金评选结果的公示,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201396&idx=2&sn=d4ca734e7fd1d5c272a96aba4b1cbf82&chksm=bd13b2c18a643bd795d3f909c8ae4aa18e1615dae8319ad6cac3c624210e3aba9f706069145c#rd,2016/12/22 22:47
37,期末福利 | 下雨了不想出门？老司机们告诉你外卖点什么,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201393&idx=1&sn=936eb9f706c3538d491284307b2116ab&chksm=bd13b2c48a643bd20beb651f556686cda8bdfdbc54386e97ef03c5b542bc1b755a3b9db38e95#rd,2016/12/21 22:40
38,我有一个9.4分的纪录片安利，不知当讲不当讲,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201393&idx=2&sn=de8907c7cde232af0b8f537afdda5b41&chksm=bd13b2c48a643bd24ed4425a5b0700e5a31e667acfc290fb50f9026299e47807465533892350#rd,2016/12/21 22:40
39,暖冬计划 | 为你和山区孩子搭建爱的桥梁,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201390&idx=1&sn=a146d404acf48cfc7c0c11ccc5082615&chksm=bd13b2db8a643bcda2e7ac2aa85628e7ec3c889db77a3fbfb71d40d42f3afa98d40e1e86421f#rd,2016/12/20 23:15
40,通知 | “信管之星”比赛结果及得分详情,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201390&idx=2&sn=c52123f8cf3f69130c20fe1a875f57da&chksm=bd13b2db8a643bcdc11fd2fed85bd1b005d2e4080f591df95b9e72877ffeb7616a440f46d448#rd,2016/12/20 23:15
41,星耀信管昂昂自若，卓然风姿熠熠生辉 ——“信管之星”终选落幕,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201388&idx=1&sn=98cd99f65ce4c7466f5d9929198515df&chksm=bd13b2d98a643bcf66ad155186cad22f05a31bf3e09b3d7180e4aac58f94cd2ffe124a59112d#rd,2016/12/19 23:08
42,组织部 | 信小组和他的后宫们之15级新版支书,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201388&idx=2&sn=d9f58339bf9135d66dffbe0d3cd0c917&chksm=bd13b2d98a643bcfef288aa534fc2e386016fafe7a779665e28a3685b325df1c3a34db02f2f0#rd,2016/12/19 23:08
43,活动预告 | 信息管理学院第十六周工作日程表,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201388&idx=3&sn=cd9a294a600f18cb4891273524090d9d&chksm=bd13b2d98a643bcf83c3045bdef80d0062de9e384fbc810a38218b7010df66da17f33bc40526#rd,2016/12/19 23:08
44,学术沙龙 | 见证奇迹的时刻,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201382&idx=1&sn=994b913d3853209aa798290836d09ea2&chksm=bd13b2d38a643bc533cbc290f6049a2cef1d707818b6d5affa19e23077ca8c137abfb904d35d#rd,2016/12/18 23:03
45,信管之星决选：数风流人物，还看今朝,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201381&idx=1&sn=a5b08ed25c021f404848482fdda216af&chksm=bd13b2d08a643bc6be7bc0969848875c11f875bcbee8eca6615724a3113dc1769451d4db72e0#rd,2016/12/17 22:56
46,人资部 | 创新创业主题宣讲会,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201381&idx=2&sn=6db3dc7811c84a31680b91b8c2a58302&chksm=bd13b2d08a643bc6273a915d792d6a3ee586356fc23d1de98efa677ffcb4ba606a1902cff14b#rd,2016/12/17 22:56
47,一般人我不告诉他的一审内幕 ——初窥华彩信管节目,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201377&idx=1&sn=a2ffaf65fae5586a3f2e0ee191edb75a&chksm=bd13b2d48a643bc28d7bbab0301c6527bee309d4f0961cbb3ea07c9035034e1f3bd5957a3c5f#rd,2016/12/16 23:51
48,生权部 | 冬季保湿大作战,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201370&idx=1&sn=ce101fe31b59d848f61c71afa3662d63&chksm=bd13b2ef8a643bf9f22696922522684710a3852d3267b9fbd94a653c2bfdea9948fece57acf7#rd,2016/12/15 23:41
49,学术沙龙 | 人人都是大魔术师！,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201369&idx=1&sn=e4530feb5a7bfb317a6b50db407f2c5d&chksm=bd13b2ec8a643bfa4db6c381eae70ecd9ad21b769004e9d71939d48ea972be6685a21d1c7888#rd,2016/12/14 21:07
50,通知 | 关于评选2016文华奖学金、文华助学金通知,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201369&idx=2&sn=350b2df2eca691961c2166da8aaee26c&chksm=bd13b2ec8a643bfacf6197b6ce3334372ebb98f0b380b214681bc6d1891d53f8662ba849dd11#rd,2016/12/14 21:07
51,组织部 | 分团校：实践出真知，团学创新风,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201369&idx=3&sn=09ca5317c6184c12feb997013e232d0e&chksm=bd13b2ec8a643bfa8230b3a056b06983daa3c51dc53adb342614775466d30257cc5604a88f62#rd,2016/12/14 21:07
52,来，和煜桦聊聊天吧——致信管分团委学生会所有亲爱的你们,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201367&idx=1&sn=f9a456a7b245d8ebce1ab9afbc3a7126&chksm=bd13b2e28a643bf44e7411e4c98cd8ccba1812f8fea0db809d1600980e3f33a51b13cce7dad6#rd,2016/12/13 22:49
53,优秀！春苗荣获“十大杰出志愿服务项目”,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201367&idx=2&sn=c67dd9844d5070f34af5aebb48071432&chksm=bd13b2e28a643bf42844382bb495ef7cc9dd70fd2d134e52540ff833ff13eaf92f40938bccb3#rd,2016/12/13 22:49
54,年度评选 | 二十位候选人，谁是你心中的信管之星,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201355&idx=1&sn=b4b362ebc94218f9f1d3f16d29226e39&chksm=bd13b2fe8a643be826dd7fcd0e5d940464c54aac5fae468d5a8446a9744f93d837b25390ec09#rd,2016/12/12 23:00
55,夺冠 | 出版党支部在珞珈红色文化节上显风采,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201355&idx=2&sn=85e7f8f851359892094972c2e9355730&chksm=bd13b2fe8a643be8f1b4e4cc3d8abe9403439855be38d6ee7f37374be3c7e494c188632bae26#rd,2016/12/12 23:00
56,活动预告 | 信息管理学院学生会第十五周日程表,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201355&idx=3&sn=a0abcc5a6549164d627c61789fb1826d&chksm=bd13b2fe8a643be86d5b2ace6f686cdb6602e10590433c55dfd2c820bf9bcabc6cd35c6c47a2#rd,2016/12/12 23:00
57,通知 | 2016年度信管之星初选结果,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201351&idx=1&sn=49929919bc08889fd31c81ddd2642536&chksm=bd13b2f28a643be4270c46b0c440e729f5dbb050ec2aac65a3b30137fd00ae33b362bd0e84d7#rd,2016/12/11 21:19
58,【帮推】社会实践 | 武汉大学 “文化第一线” 寒假调研招募,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201351&idx=2&sn=957c79500c0c4289ab5e304c7813baf5&chksm=bd13b2f28a643be490d28238550c27402e79e3044f19d76513781c6af285fa9db5b6c5a7b32e#rd,2016/12/11 21:19
59,【帮推】iConference | 2017 Wuhan,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201351&idx=3&sn=3321b263b7aea20c9d71d842c911ab30&chksm=bd13b2f28a643be42533e57b14586c2a26a96cacfb636c951ddf0f88541809d583eefe298c4d#rd,2016/12/11 21:19
60,林宥嘉 | 迟来的祝福 不变的期待,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201348&idx=1&sn=da47b2cd8f2a44ba88027370c35ee24a&chksm=bd13b2f18a643be77e411336390698e1a14a26351fd8beb082962c75abac6ea19c2ce5d122e0#rd,2016/12/10 23:49
61,这里有一封2017年图情档案学术盛会的邀请函，你，确定不看？,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201348&idx=2&sn=93562e0be67dc481ec4e0fc948261dcf&chksm=bd13b2f18a643be705c8365fe355495c5d067b3c469ddd13a9a68da80a6f9533b96ef0789d06#rd,2016/12/10 23:49
62,代代档案，情谊永传 — 记“档案杯”羽毛球赛,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201348&idx=3&sn=3fa0ecc1a8bc6a57e777e0f11eaf3a7c&chksm=bd13b2f18a643be78f99f377df69f75ab01025a177b1ed84146325237ad7e1bab28f022b2997#rd,2016/12/10 23:49
63,2016华彩信管 | “ 不巧，我又在等你 ”,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201335&idx=1&sn=2b91fd5b3607801e544eac4974647959&chksm=bd13b2828a643b94872961596a790e381adf25daf7d9d490892adece28ee5ab53aad36f77003#rd,2016/12/9 23:35
64,听说周六奥场有外院的小姐姐？,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201335&idx=2&sn=693de642e0d224fea72dd5dea373776a&chksm=bd13b2828a643b94b704ba56cdbf5ce37a2018aeefef665ed757c50b043384e360112a26b464#rd,2016/12/9 23:35
65,秘书处—厨神、麦霸强势登场,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201335&idx=3&sn=91ec32ee79815edf5664b44f086ebc9e&chksm=bd13b2828a643b9453a3afb06e1bc034ac02a226d308d30cc2432fb7ab453cb5b1a3fbf53342#rd,2016/12/9 23:35
66,枫阅 | 变迁与否，你的名字我始终铭记,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201329&idx=1&sn=53a9082817e28e43f7ec4b556b93e255&chksm=bd13b2848a643b925f06b8a684c33f6dc9002eccfaefcb7f7b3f55b00185cd8c6a7156b491a1#rd,2016/12/8 23:23
67,组织部 | 分团校：谈“六有”学习精神，展信管青春风采,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201329&idx=2&sn=92f39765ad0526df4a10ea35d8ae6727&chksm=bd13b2848a643b92bd04bd25ff7d736e0f6dc8364a57e42099852cc74d6f2f37fdf5bf85cff5#rd,2016/12/8 23:23
68,"Hey , 这封情书上写着你的名字。",http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201325&idx=1&sn=45bd807b9f93b22ecd26e8cd6abb3432&chksm=bd13b2988a643b8e7fb58f64124ab900c874c2b663230924e87ddd01fab6e93dcb0f6c282717#rd,2016/12/7 23:30
69,喜报 | 信息管理学院获评武汉大学心理健康教育先进集体,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201325&idx=2&sn=a892b1b17e30c0b784b87bc3d5d44372&chksm=bd13b2988a643b8e771e4345b2614eab1bfb3a15991685b6bf3f5673ae54838c66fbc3ff87fc#rd,2016/12/7 23:30
70,帮推 | 远程教育视频创意征集,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201325&idx=3&sn=00cd641b3c9ec7d72e214d9b08f879a0&chksm=bd13b2988a643b8e55a8a136c505f7173f08c2b1bbd2f9c61e1b48f862890768a765b9c0e457#rd,2016/12/7 23:30
71,狼人 | 狼美人超燃复盘 + 玩家采访,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201307&idx=1&sn=cca10336532ce01b498252956071be8e&chksm=bd13b2ae8a643bb89f05b6a6f08f802e64e4753e7359068c1757eddb5b0df4200e82516ff3a5#rd,2016/12/6 23:09
72,视频 | 前方喜报传来——记16信一新生辩论赛夺冠,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201307&idx=2&sn=79eaaa3b65a05bd1f6659740d5b55fb2&chksm=bd13b2ae8a643bb8be279e67df73b52fd977cbdda451e3c4b7d96a406b8580dba1dd3ecaba29#rd,2016/12/6 23:09
73,帮推 | 彩绘俄罗斯套娃——给大山里的TA一个惊喜,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201307&idx=3&sn=0e6feabc92b63960ef79c6470cc8d993&chksm=bd13b2ae8a643bb8c844a13d6f22a2249e8b02de143cd44d0a5d119c78257e44fcfb7e88e356#rd,2016/12/6 23:09
74,视频 | 高中到大学，你改变了多少？——16级新生采访视频,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201301&idx=1&sn=cdf9f15b863bcce0e7f97494e6fe59b6&chksm=bd13b2a08a643bb6417f01b820bb60ba2116a176389b6609d75ba7c3c508c6cfa694c15f23b4#rd,2016/12/5 23:22
75,组织部 | “六有”青年重磅来袭,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201301&idx=2&sn=58a6235f6c1923e1e0e4376cf2b6fbf0&chksm=bd13b2a08a643bb68a7fa3956a8fb739e7ea7e93fb613dfee7bd9e8400825b6a798c1059dfca#rd,2016/12/5 23:22
76,活动预告 | 信息管理学院学生会第十四周日程表,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201301&idx=3&sn=6a78f7fcc236633652bbe5c26cbb79ee&chksm=bd13b2a08a643bb685b70a84df91cf0bbae8554ae3b59aeb60d0fec737302ba480dd0acc83cf#rd,2016/12/5 23:22
77,狼人 | 决赛落幕，三玩家问鼎信管狼人之巅,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201298&idx=1&sn=4159df790ea1440a03091ae3c6f85c12&chksm=bd13b2a78a643bb169f33b6716a68a428e2ca99c60b16e89a3a529ecffdf1b2a4a81c00f9273#rd,2016/12/4 23:43
78,新生辩论赛 | 我思故我在，我在故我辩,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201292&idx=1&sn=04291807cdfa7b425c78835ad66a6d3b&chksm=bd13b2b98a643baf28661639ca22639f114be173c3a57603f7b9fe6045614b145aaba7607df0#rd,2016/12/3 23:28
79,就业 | 强生、西门子、汇量信息、阿里、浙商银行,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201292&idx=2&sn=96cb38970a4a4cbcdf6043d4e9af31f5&chksm=bd13b2b98a643bafa913bac5156dac224729872328e3eefb725e7965aa74255487c00f7ef876#rd,2016/12/3 23:28
80,狼人决赛 | 老司机开车啦，决赛选手照片+狼美人说明,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201288&idx=1&sn=0a60da6429a9320bd9346404c49325bb&chksm=bd13b2bd8a643babc3dc95f45770e2fb7b7f84c33010b0a33ce6172ff970060c693311066b2e#rd,2016/12/2 23:28
81,人资部 | 实习就业信息,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201288&idx=2&sn=7119389a8569135f0fd036aa0c326cde&chksm=bd13b2bd8a643bab8ff56d69fa6ac50ea5ecd2216a8124a8bca7dd3a378c8cfa77a6d9a7764a#rd,2016/12/2 23:28
82,理研会 | 第一次时事沙龙,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201288&idx=3&sn=f641ec29cdf5f55cc9309d2f10d97f1a&chksm=bd13b2bd8a643babdda03718124702a162ed5f57c2cc018662fd4bd3acbc005b3ae358e5c695#rd,2016/12/2 23:28
83,15图二 | 团日设计大赛 | 明天会更好,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201288&idx=4&sn=c78d56c16e09605f7e69aa2ec37d8ef4&chksm=bd13b2bd8a643bab41549a4f43bf994837038293e0d0289004767e4193eca416c84b926aaedb#rd,2016/12/2 23:28
84,今天的新闻部是粉色的！来看自拍和表白！,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201283&idx=1&sn=37c1564c32f75dfd0b2fd727f8221fc0&chksm=bd13b2b68a643ba0b8603283f7295a7731c26d7087493f8a0bb704897f399cb2701478da201c#rd,2016/12/1 23:31
85,就业第三弹！兰州银行、网易、中央电视台、汇丰银行,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201283&idx=2&sn=28b7e458abe06a4cb572da9933a69857&chksm=bd13b2b68a643ba05ffee9e829a085e3a8cd3633a1b388950b6bac81db6472d6540954ec5dd9#rd,2016/12/1 23:31
86,校级优秀青年志愿者推荐名单,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201283&idx=3&sn=7f56a0eae2966a00f67ce4a900746665&chksm=bd13b2b68a643ba0d24ceb5aa4c3e6d51516eb257b7a5a75570eb54dbc046ca6fb181f379274#rd,2016/12/1 23:31
87,狼人杀 | 复赛复盘——深水狼坐骗全场，鱼女巫带崩全队,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201278&idx=1&sn=bdd67ae97d80a747fc42407ff7464730&chksm=bd13b34b8a643a5d51efc80cc59edef3274655a16a216a6bf07707d87b02bfdfc4f20bd53f75#rd,2016/11/30 22:58
88,就业 | 就业信息第二弹,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201278&idx=2&sn=b537815aca80c70459aa62c6c3799055&chksm=bd13b34b8a643a5d90996accc93aa901a53e31d749aebe431c393ea03c4a49da2d656ed0cba8#rd,2016/11/30 22:58
89,学习部 | 要记得本周六有四六级模拟考哦！,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201278&idx=3&sn=5b9810b18e4ea96726267808eca58881&chksm=bd13b34b8a643a5d41258605a75cacb38ccb7ed90739bb28de4c309d7bedfd4d5c2d8b726da6#rd,2016/11/30 22:58
90,宣传部 | 上吧，进击的表情包,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201278&idx=4&sn=fb4c7a9e29aaefed40ee8d46006ef47e&chksm=bd13b34b8a643a5d6e70291087db7938d481e93eb5757b4602a00889e8f47266d4d8421cf1f1#rd,2016/11/30 22:58
91,武大123生快 | 悠悠百年，祝福无绵,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201275&idx=1&sn=91afbf9a207de784269cfd713d1be45a&chksm=bd13b34e8a643a58598d9465b3f329963d77ea1c4e296979b2523e71cf6f781ce6adf0ade6bc#rd,2016/11/29 23:25
92,文艺部 | 教你如何优雅地度过武汉的冬天,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201275&idx=2&sn=b2d8eab3b93d4eee6f4409e48557e64e&chksm=bd13b34e8a643a58e6a8fb853f050d6384e79f3c012b69c47e86bc6eb6104101cad86965a4fd#rd,2016/11/29 23:25
93,就业 | 知乎、豆瓣等就业信息四则,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201275&idx=3&sn=bb40654e529c8d765abea7d80733c827&chksm=bd13b34e8a643a584915215a0b1cf8c809e028b42398feaae6b0f65df5377e16ba162c62bb14#rd,2016/11/29 23:25
94,公告 | 文明寝室推荐名单公示,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201275&idx=4&sn=9a17c08ee70155d253cf85b3b087dd51&chksm=bd13b34e8a643a58b6017df2ef8588788fdc9b4600dbf7d8b22f073507e5cacf2dcad379815e#rd,2016/11/29 23:25
95,年度大奖 | 2016年度“信管之星”评选通知,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201251&idx=1&sn=59a8145872da9c5aa2099938a6bd8800&chksm=bd13b3568a643a40dd27f3859ab1b66c6e24c291f15604ef6a2963aa093c50436a437330129f#rd,2016/11/28 22:52
96,组织部 | 国家级“活力团支部”推选结果公示,http://mp.weixin.qq.com/s?__biz=MjM5Njk3Nzg4Mg==&mid=2651201251&idx=2&sn=490fdf71a164d50a8ca1ab4d2f634c0c&chksm=bd13b3568a643a40f6cd31dd71223aaab99f983e5672ab099bceec7d529f4d2def53361efbd1#rd,2016/11/28 22:52
